Line Number,Company Name,Company CIK Key,company_edit_name
344,10818 MIDWEST INDUSTRIAL LLC,1381003,10818 midwest industrial llc
345,10820 GILROY LLC,1205835,10820 gilroy llc
346,10833 NE EIGHTH STREET REIT LLC,1483038,10833 ne eighth street reit llc
347,10836 CAMINITO ARCADA LLC,1609800,10836 caminito arcada llc
348,1088 MEDVESTORS LLC,1309819,1088 medvestors llc
349,1089144 ALBERTA LTD,1287017,1089144 alberta ltd
350,109 WEST MAIN ST INC,929268,109 west main st inc
351,"109-05 120TH STREET, INC.",1690602,"109-05 120th street, inc."
352,10911 LINDBROOK LLC,1390214,10911 lindbrook llc
353,10919 WEST ROAD MANAGER LLC,1681105,10919 west road manager llc
354,"10928 AUDELIA DALLAS, LP",1681921,"10928 audelia dallas, lp"
355,1096031 B.C. LTD,1694215,1096031 b.c. ltd
356,10975 E 47TH AVE LLC,1356667,10975 e 47th ave llc
357,10C TECHNOLOGIES INC,1405978,10c technologies inc
358,10CHARGE INC,1177145,10charge inc
359,10E53 REIT LLC,1562474,10e53 reit llc
360,"10FIFTY, LLC",1643712,"10fifty, llc"
361,10GEN INC,1441816,10gen inc
362,10K CAPITAL CONCENTRATED EQUITY FUND L P,1369445,10k capital concentrated equity fund l p
363,"10K CAPITAL PARTNERS, L.P.",1532019,"10k capital partners, l.p."
364,10K SMART TRUST,1082216,10k smart trust
365,"10SHEET SERVICES, INC.",1560927,"10sheet services, inc."
366,"10STORIES, INC.",1664513,"10stories, inc."
367,"10TALENTS PRIVATE FUND I, L.P.",1700300,"10talents private fund i, l.p."
368,"10TALES, INC.",1654462,"10tales, inc."
369,10TH & BROADWAY LLC,1631647,10th & broadway llc
370,10TH AVENUE HOSPITALITY GROUP LLC,1227390,10th avenue hospitality group llc
371,"10TH PRINCIPLE, LLC",1533853,"10th principle, llc"
372,"10X CAPITAL MANAGEMENT, LLC",1457247,"10x capital management, llc"
373,10X FUND LP,1453356,10x fund lp
374,"10X FUND, L.P.",1453356,"10x fund, l.p."
375,10X SOFTWARE INC,1269673,10x software inc
376,"10X TECHNOLOGIES, INC.",1560742,"10x technologies, inc."
377,10X10 ROOM LLC,1532533,10x10 room llc
378,"11 A.P. WARRIOR/DIXIE SHEIHK, LLC",1572336,"11 a.p. warrior/dixie sheihk, llc"
379,"11 BLUEGRASS CAT/TRULY SPECTACULAR, LLC",1558447,"11 bluegrass cat/truly spectacular, llc"
380,"11 BORREGO/COUNTUS AFFAIR, LLC",1571688,"11 borrego/countus affair, llc"
381,"11 DISCREET CAT/PAST TWILIGHT, LLC",1558762,"11 discreet cat/past twilight, llc"
382,11 EAST 1ST ST. LLC,1538381,11 east 1st st. llc
383,"11 FIRST SAMURAI/TRIP, LLC",1558760,"11 first samurai/trip, llc"
384,"11 FLATTER/ADENA'S GIRL, LLC",1575674,"11 flatter/adena's girl, llc"
385,"11 FLOWER ALLEY/LISIEUX, LLC",1557846,"11 flower alley/lisieux, llc"
386,"11 GOLDEN MISSILE/CLAY'S RUN, LLC",1575391,"11 golden missile/clay's run, llc"
387,11 GOOD ENERGY INC,1408597,11 good energy inc
388,"11 HARLAN'S HOLIDAY/DANCE TO DAWN, LLC",1559749,"11 harlan's holiday/dance to dawn, llc"
389,"11 HIGH COTTON/BREAKING STORM, LLC",1572335,"11 high cotton/breaking storm, llc"
390,"11 HIGH COTTON/KEIKIK, LLC",1577460,"11 high cotton/keikik, llc"
391,"11 INDIAN CHARLIE/BELLE EXCEL, LLC",1581690,"11 indian charlie/belle excel, llc"
392,"11 KODIAK KOWBOY/BOOT SCOOT N RUN, LLC",1557830,"11 kodiak kowboy/boot scoot n run, llc"
393,"11 LEMON DROP KID/MOONLIGHT CRUISE, LLC",1574249,"11 lemon drop kid/moonlight cruise, llc"
394,11 MADISON INVESTOR II LLC,1665711,11 madison investor ii llc
395,11 MADISON INVESTOR LLC,1665354,11 madison investor llc
396,"11 MASTER COMMAND/MOTHER, LLC",1575393,"11 master command/mother, llc"
397,"11 MIDNIGHT LUTE/CHILLING EFFECT, LLC",1557847,"11 midnight lute/chilling effect, llc"
398,"11 PATRIOT ACT/ASCENDED DREAMS, LLC",1575392,"11 patriot act/ascended dreams, llc"
399,"11 PENN TV, LLC",1546691,"11 penn tv, llc"
400,"11 PINE, INC.",1664635,"11 pine, inc."
401,"11 PYRO/TRES TRES JOLI, LLC",1558743,"11 pyro/tres tres joli, llc"
402,"11 RONIIN, LLC",1625109,"11 roniin, llc"
403,"11 TAPIT/FREE THE MAGIC, LLC",1558758,"11 tapit/free the magic, llc"
404,"11 TAPIT/PUNCH APPEAL, LLC",1571687,"11 tapit/punch appeal, llc"
405,"11 TIZNOW/COYA, LLC",1558764,"11 tiznow/coya, llc"
406,"11 TIZNOW/PAPA TO KINZIE, LLC",1574250,"11 tiznow/papa to kinzie, llc"
407,11 VANDERBILT ROASTERY LLC,1588093,11 vanderbilt roastery llc
408,"11 WAR CHANT/ROYAL G G, LLC",1574535,"11 war chant/royal g g, llc"
409,"11-16 AZCF, LLC",1688421,"11-16 azcf, llc"
410,"11.2 CAPITAL I, L.P.",1591336,"11.2 capital i, l.p."
411,"110 CORCORAN PROPERTY PARTNERS, LLC",1658659,"110 corcoran property partners, llc"
412,"110 MEDIA GROUP, INC.",824104,"110 media group, inc."
413,110-112 THIRD AVE. GC II LLC,1341596,110-112 third ave. gc ii llc
414,110-112 THIRD AVE. GC LLC,1341595,110-112 third ave. gc llc
415,110-112 THIRD AVE. REALTY CORP.,1336718,110-112 third ave. realty corp.
416,1100 CENTRAL LLC,1281138,1100 central llc
417,1100 FIRST INC.,1539197,1100 first inc.
418,1100591 ALBERTA LTD,1486595,1100591 alberta ltd
419,1101 CVR LLC,1551028,1101 cvr llc
420,1101 KNOXVILLE REALTY,1650076,1101 knoxville realty
421,1101 NORTH DIXIE LLC,1367402,1101 north dixie llc
422,"1101 REIT, LLC",1536619,"1101 reit, llc"
423,"1101K, INC.",1533487,"1101k, inc."
424,1104 WESLEY AVENUE LLC,1400942,1104 wesley avenue llc
425,1105 MEDIA HOLDINGS LLC,1361784,1105 media holdings llc
426,1105 PETERS ROAD LLC,1141112,1105 peters road llc
427,1105 SKYLINE INVESTMENTS LLC,1415417,1105 skyline investments llc
428,1108 HIGHWAY AVE TOWNHOMES LLC,1658836,1108 highway ave townhomes llc
429,11084 LEROY DRIVE LLC,1324999,11084 leroy drive llc
430,1109519 ONTARIO LTD,1275993,1109519 ontario ltd
431,111 CORCORAN FUNDS,883496,111 corcoran funds
432,111 HOLDINGS INC,1040616,111 holdings inc
433,111 HUNTING RIDGE ROAD ASSOCIATES LLC,1307882,111 hunting ridge road associates llc
434,"111 N. CANAL INVESTORS, LLC",1564459,"111 n. canal investors, llc"
435,111 SEVENTH LLC,1401148,111 seventh llc
436,"111 TRI-COUNTY PARTNERS, LP",1515959,"111 tri-county partners, lp"
437,111 WEST MARSHALL STREET LLC,1686975,111 west marshall street llc
438,"1110 HIBISCUS REALTY GP, LLC",1701735,"1110 hibiscus realty gp, llc"
439,"1110 HIBISCUS REALTY, LLC",1699841,"1110 hibiscus realty, llc"
440,"1111 BROADWAY DISTRIBUTION, LLC",1666635,"1111 broadway distribution, llc"
441,1111 PARKER STREET LLC,1404603,1111 parker street llc
442,"1111 SUNSET BOULEVARD II, LLC",1674464,"1111 sunset boulevard ii, llc"
443,1111 SUPERIOR INVESTORS LLC,1613090,1111 superior investors llc
444,1111 THIRD REIT,1631768,1111 third reit
445,"1111 W STREET, LLC",1658053,"1111 w street, llc"
446,1111030 B.C. LTD.,1704242,1111030 b.c. ltd.
447,"1112 PARTNERS, LLC",1698537,"1112 partners, llc"
448,1115638 ALBERTA LTD,1311901,1115638 alberta ltd
449,1115650 ALBERTA LTD,1312502,1115650 alberta ltd
450,11170 E 47TH LLC,1406113,11170 e 47th llc
451,"1119 LINCOLN WAY, LLC",1640153,"1119 lincoln way, llc"
452,"112 BURLEIGH AVENUE NORFOLK, LLC",1312441,"112 burleigh avenue norfolk, llc"
453,112 CHESTNUT OAKS LLC,1421058,112 chestnut oaks llc
454,112 CPS HOLDINGS LLC,1295528,112 cps holdings llc
455,"112 PG PARTNERS, LLC",1369666,"112 pg partners, llc"
456,112 SOUTH MAIN 10 PERCENT COLLATERALIZED NOTES LLC,1558383,112 south main 10 percent collateralized notes llc
457,"112359 FACTOR FUND, LLC",1618143,"112359 factor fund, llc"
458,1125 NORTH FAIRFAX LLC,1614102,1125 north fairfax llc
459,1127 CAPITAL LLC,1257419,1127 capital llc
460,1127 CAPITAL OFFSHORE FUND LTD,1257633,1127 capital offshore fund ltd
461,1129 20TH STREET MEMBER LLC,1352716,1129 20th street member llc
462,"1132 19TH STREET, LLC",1599422,"1132 19th street, llc"
463,1132284 ALBERTA LTD,1325826,1132284 alberta ltd
464,"114 5TH AVENUE NEW YORK CITY, LLC",1657811,"114 5th avenue new york city, llc"
465,114 PARTNERS LTD,1241646,114 partners ltd
466,114 REIT LP,1665218,114 reit lp
467,114 SYSTEMS INC,1384498,114 systems inc
468,1140 FOLSOM LLC,1592121,1140 folsom llc
469,"1143 HIGHLAND DRIVE, LLC",1663921,"1143 highland drive, llc"
470,11447 SECND STREET LLC,1449607,11447 secnd street llc
471,11447 SECOND STREET LLC,1449607,11447 second street llc
472,1150 LIQUIDATING CORP,93706,1150 liquidating corp
473,1150 N VENTURA LP,1230189,1150 n ventura lp
474,"1150 UNION INVESTORS, LLC",1682041,"1150 union investors, llc"
475,"1155 BOULDER, LLC",1666561,"1155 boulder, llc"
476,"1155 ISLAND AVENUE, LLC",1629203,"1155 island avenue, llc"
477,116 AVENUE PG INC,1414198,116 avenue pg inc
478,"11601 AUDELIA DALLAS, LP",1594033,"11601 audelia dallas, lp"
479,"11601 AUDELIA ROAD, LP",1552995,"11601 audelia road, lp"
480,"11619 EUCLID, LLC",1668972,"11619 euclid, llc"
481,"11715 SOUTH GLEN, LP",1660028,"11715 south glen, lp"
482,118 INVESTORS LLC,1543935,118 investors llc
483,"118 WEST 114TH STREET PARTNERS, LP",1298546,"118 west 114th street partners, lp"
484,1183929 ALBERTA ULC,1462144,1183929 alberta ulc
485,"11850 EAST MAPLE MEMBER, LLC",1638149,"11850 east maple member, llc"
486,"1188 BREWING COMPANY, LLC",1672624,"1188 brewing company, llc"
487,1188 BROADWAY LLC,1372374,1188 broadway llc
488,"119 BOISE, LLC",1633290,"119 boise, llc"
489,"11900 EAST ARTESIA BOULEVARD, LLC",1639215,"11900 east artesia boulevard, llc"
490,11900 HARLAN ROAD LLC,1398414,11900 harlan road llc
491,11,1463262,11
492,11I NETWORKS INC,1418942,11i networks inc
493,11TH & GRAND INVESTMENTS LLC,1273774,11th & grand investments llc
494,11TH & GRAND INVESTMENTS PHASE II LLC,1311349,11th & grand investments phase ii llc
495,11TH & MYRTLE WEST LLC,1312585,11th & myrtle west llc
496,11TH STREET AUSTIN PARTNERS LTD,1382047,11th street austin partners ltd
497,"12 AFTER MARKET/LETHA B, LLC",1607390,"12 after market/letha b, llc"
498,"12 BERNSTEIN/DIAMONDINTHESTREAM, LLC",1602734,"12 bernstein/diamondinthestream, llc"
499,"12 BIRDSTONE/PEARLS, LLC",1584912,"12 birdstone/pearls, llc"
500,"12 BROKEN VOW/FAIR & SQUARE, LLC",1606603,"12 broken vow/fair & square, llc"
501,"12 CANDY RIDE/LAUGHINGLY, LLC",1587403,"12 candy ride/laughingly, llc"
502,12 CAPITAL FUND SPC LTD,1390432,12 capital fund spc ltd
503,"12 CATIENUS/SYDNEY'S LEXINGTON, LLC",1607012,"12 catienus/sydney's lexington, llc"
504,"12 COLES HOLDINGS, LLC",1689881,"12 coles holdings, llc"
505,"12 COLONEL JOHN/DOCS DESTINY, LLC",1584921,"12 colonel john/docs destiny, llc"
506,"12 CONGRATS/BROADWAY GOLD, LLC",1602764,"12 congrats/broadway gold, llc"
507,"12 DISCREETLY MINE/ROCKIN ON, LLC",1606797,"12 discreetly mine/rockin on, llc"
508,"12 EL CORREDOR/BLUE HILLS, LLC",1609141,"12 el corredor/blue hills, llc"
509,"12 FLASHY BULL/PLEASURE CAT, LLC",1582515,"12 flashy bull/pleasure cat, llc"
510,"12 FOREFATHERS/CHARLIE'S MOONBEAM, LLC",1611494,"12 forefathers/charlie's moonbeam, llc"
511,"12 GHOSTZAPPER/BALLISTAE, LLC",1629744,"12 ghostzapper/ballistae, llc"
512,"12 INTERACTIVE, LLC",1482227,"12 interactive, llc"
513,"12 LEROIDESANIMAUX/SILVER LISA, LLC",1587404,"12 leroidesanimaux/silver lisa, llc"
514,"12 MALIBU MOON/SHE SAYS IT BEST, LLC",1602780,"12 malibu moon/she says it best, llc"
515,"12 MORE THAN READY/TWILIGHT SERVICE, LLC",1584918,"12 more than ready/twilight service, llc"
516,12 PERCENT FUND I LLC,1258460,12 percent fund i llc
517,"12 PLEASANTLY PERFECT/WINTER TIDE, LLC",1602962,"12 pleasantly perfect/winter tide, llc"
518,"12 READY'S IMAGE/MALABAR STAR, LLC",1607236,"12 ready's image/malabar star, llc"
519,12 RETECH CORP,1627611,12 retech corp
520,"12 SCAT DADDY/DREAM DATE DIVA, LLC",1607014,"12 scat daddy/dream date diva, llc"
521,"12 SCAT DADDY/LAVENDER BABY, LLC",1587402,"12 scat daddy/lavender baby, llc"
522,"12 SHARP HUMOR/OVEROCKS, LLC",1606795,"12 sharp humor/overocks, llc"
523,"12 SHARP HUMOR/PECAN BAYOU, LLC",1602942,"12 sharp humor/pecan bayou, llc"
524,12 SQUARED PARTNERS LLC,1101122,12 squared partners llc
525,"12 TALE OF EKATI/REBECCA'S SONG, LLC",1584914,"12 tale of ekati/rebecca's song, llc"
526,12 TELECOM INTERNATIONAL INC,1433865,12 telecom international inc
527,12 TO 20 PLUS INC,1100394,12 to 20 plus inc
528,"12 UTOPIA/TOUCHMEIFYOUCAN, LLC",1606600,"12 utopia/touchmeifyoucan, llc"
529,"12 WAR FRONT/REMEMBER THE KEG, LLC",1602947,"12 war front/remember the keg, llc"
530,12 WEST CAPITAL FUND LP,1532621,12 west capital fund lp
531,12 WEST CAPITAL FUND LTD.,1589327,12 west capital fund ltd.
532,12 WEST CAPITAL MANAGEMENT LP,1540531,12 west capital management lp
533,12 WEST PUNCH CARD FUND LP,1595817,12 west punch card fund lp
534,"12/21 CAPITAL MANAGEMENT, L.P.",1597103,"12/21 capital management, l.p."
535,12/3 BRANDING INC,1338157,12/3 branding inc
536,120 EAST 87TH STREET LLC,1351530,120 east 87th street llc
537,120 LAUNDRY LLC,1361830,120 laundry llc
538,"120 WATER AUDIT, LLC",1701190,"120 water audit, llc"
539,120/30 HEDGE FUND LP,1172806,120/30 hedge fund lp
540,1200 ABILENE LLC,1301561,1200 abilene llc
541,"1200 BLUEGRASS LAKES PARTNERS, LP",1534957,"1200 bluegrass lakes partners, lp"
542,1200 ELY STREET HOLDINGS CO. LLC,1555840,1200 ely street holdings co. llc
543,"1200 REIT, LLC",1536622,"1200 reit, llc"
544,1201 BALSAM LLC,1432367,1201 balsam llc
545,1201 F STREET LLC,1395726,1201 f street llc
546,1201 MANSFIELD LLC,1423775,1201 mansfield llc
547,"1201 PARTNERS, LLC",1610550,"1201 partners, llc"
548,"1201 PROSPECT, LLC",1670175,"1201 prospect, llc"
549,1201 THIRD AVENUE REIT LLC,1430397,1201 third avenue reit llc
550,12030 QUALIFIED HEDGE FUND LP,1173122,12030 qualified hedge fund lp
551,"1205 BROADWAY EB-5 INVESTORS FUND, L.P.",1683496,"1205 broadway eb-5 investors fund, l.p."
552,1207407 ONTARIO LTD.,1666831,1207407 ontario ltd.
553,"1209 CAPITAL PARTNERS, LP",1660869,"1209 capital partners, lp"
554,121 EAST MAIN ST INC,929269,121 east main st inc
555,121 FGP LLC,1518361,121 fgp llc
556,121 GOLFNET INC,1418531,121 golfnet inc
557,121 SPORTSNET INC,1369855,121 sportsnet inc
558,121 WEST MAIN STREET LLC,1437930,121 west main street llc
559,1211 & OLIVE REIT LP,1662572,1211 & olive reit lp
560,1211 AVENUE OF THE AMERICAS REIT,1598760,1211 avenue of the americas reit
561,"1211 FINANCIAL ASSOCIATES, LLC",1469643,"1211 financial associates, llc"
562,1212 DEVELOPMENT CORP,1705510,1212 development corp
563,12121 WILSHIRE BOULEVARD LLC,1482085,12121 wilshire boulevard llc
564,1212707 ALBERTA LTD.,1366880,1212707 alberta ltd.
565,1214 GRISWOLD APARTMENTS LLC,1590915,1214 griswold apartments llc
566,1216848 ALBERTA LTD.,1393098,1216848 alberta ltd.
567,1217 INVESTMENTS LLC,1358421,1217 investments llc
568,"1218 HAVEMEYER AVENUE, LLC",1398518,"1218 havemeyer avenue, llc"
569,121MEDIA INC,1394366,121media inc
570,"122 WEST VENTURES, L.P.",1694009,"122 west ventures, l.p."
571,1222 EAST PINE STREET LLC,1554124,1222 east pine street llc
572,1223 ANAHEIM STREET LLC,1252791,1223 anaheim street llc
573,1224 CORP,1062045,1224 corp
574,1226 VAIL LLC,1619521,1226 vail llc
575,1229501 ONTARIO INC,1051239,1229501 ontario inc
576,123 BAXTER OWNERS CO LLC,1210091,123 baxter owners co llc
577,123 CAMINO CARMELITA LLC,1612736,123 camino carmelita llc
578,"123 COMPANIES, LLC",1616207,"123 companies, llc"
579,123 ID INC,1177849,123 id inc
580,"123 LUMPSUM DELAWARE HOLDINGS, LLC",1575432,"123 lumpsum delaware holdings, llc"
581,1230 N OCEAN LENDER LLC,1647859,1230 n ocean lender llc
582,1231 K STREET MEMBER LLC,1343620,1231 k street member llc
583,1233 CORP,1083775,1233 corp
584,"12342RM620 INVESTMENTS, L.P.",1557166,"12342rm620 investments, l.p."
585,1236 MEARNS COMMUNITIES LP,1593708,1236 mearns communities lp
586,1236 MEARNS MANAGER LP,1593707,1236 mearns manager lp
587,"1239 BAY AREA, LP",1642093,"1239 bay area, lp"
588,123SIGNUP ASSOCIATION MANAGEMENT SOLUTIONS INC,1166424,123signup association management solutions inc
589,124 BIRCH LANE ASSOCIATES LLC,1305585,124 birch lane associates llc
590,124 HUDSON STREET EQUITIES LLC,1361079,124 hudson street equities llc
591,1240 CEDAR LLC,1483497,1240 cedar llc
592,"1248 SOUTH VINEYARD STREET, LLC",1642880,"1248 south vineyard street, llc"
593,"125 NORTH 18TH STREET, LLC",1536321,"125 north 18th street, llc"
594,125 PALMER APARTMENTS,1696991,125 palmer apartments
595,"125 W 44 RESTAURANT ASSOCIATES, LLC",1575133,"125 w 44 restaurant associates, llc"
596,"1250 CENTRAL AVE., LLC",1696936,"1250 central ave., llc"
597,"1250 HUNTERS COVE, LLC",1589707,"1250 hunters cove, llc"
598,"1251 CAPITAL GROUP, INC.",1680002,"1251 capital group, inc."
599,1255 23RD STREET TRUST,1540066,1255 23rd street trust
600,126-142 MORGAN STREET URBAN RENEWAL LLC,1573052,126-142 morgan street urban renewal llc
601,1260 AMSTERDAM REALTY LLC,1567595,1260 amsterdam realty llc
602,1260 MARTIN LLC,1659452,1260 martin llc
603,1260 RED BUTTE LLC,1548157,1260 red butte llc
604,12600 MULHOLLAND DR LLC,1609829,12600 mulholland dr llc
605,"12655 WEST JEFFERSON OWNER, LLC",1596513,"12655 west jefferson owner, llc"
606,1266715 ALBERTA INC,1424295,1266715 alberta inc
607,12697 INVESTCO LLC,1659170,12697 investco llc
608,127 MADISON PARTNERS LLC,1312986,127 madison partners llc
609,12702 UNIVERSITY CLUB MEMBER LLC,1635833,12702 university club member llc
610,1274152 ONTARIO INC,1079698,1274152 ontario inc
611,128 CAPITAL PARTNERS LP,1444760,128 capital partners lp
612,"128 CC, LLC",1671194,"128 cc, llc"
613,128 MAIN STREET LLC,1691270,128 main street llc
614,128 PARTNERS LLC,1606884,128 partners llc
615,"128 TECHNOLOGY, INC.",1627997,"128 technology, inc."
616,"1281 STONE CANYON, LLC",1635597,"1281 stone canyon, llc"
617,"12811 CHAMPIONS VILLAGE APARTMENTS, LLC.",1586777,"12811 champions village apartments, llc."
618,1290 BROADWAY LAND REIT LLC,1350304,1290 broadway land reit llc
619,1290 BROADWAY REIT LLC,1350307,1290 broadway reit llc
620,1290 FUNDS TRUST,1605941,1290 funds trust
621,1290 FUNDS,1605941,1290 funds
622,12910 VILLA ESPADA PARTNERS LLC,1674009,12910 villa espada partners llc
623,1295728 ALBERTA ULC,1522415,1295728 alberta ulc
624,12BRAIN INC,1307272,12brain inc
625,"12K, LLC",1386953,"12k, llc"
626,12TH & JOHN INVESTORS LLC,1668372,12th & john investors llc
627,"12TH & MARION CROSSING, LLC",1447576,"12th & marion crossing, llc"
628,"12TH AVE. LENDERS, LLC",1693262,"12th ave. lenders, llc"
629,12TH FLOOR FILM FUND LLC,1356608,12th floor film fund llc
630,"12TH STREET ASSET MANAGEMENT COMPANY, LLC",1633703,"12th street asset management company, llc"
631,12TH STREET ASSET MANAGEMENT LP,1449906,12th street asset management lp
632,"12TH STREET FINANCIAL, LLC",1499836,"12th street financial, llc"
633,12TH STREET MANAGER LLC,1679839,12th street manager llc
634,12TH STREET OPPORTUNITY LP,1449906,12th street opportunity lp
635,12VE DEGREES CORP,1496679,12ve degrees corp
636,"12WELVE EYES BREWING, LLC",1695886,"12welve eyes brewing, llc"
637,"13 ARCH/REBUKE, LLC",1637875,"13 arch/rebuke, llc"
638,"13 AWESOME OF COURSE/LADY OF LONG AGO, LLC",1637467,"13 awesome of course/lady of long ago, llc"
639,"13 CAPE BLANCO/MATTIEANDMORGAN, LLC",1637321,"13 cape blanco/mattieandmorgan, llc"
640,"13 CITY ZIP/TIZADO, LLC",1640532,"13 city zip/tizado, llc"
641,13 COINS ACQUISITION LLC,1352133,13 coins acquisition llc
642,"13 COLONEL JOHN/MYSTERY BULLET, LLC",1640399,"13 colonel john/mystery bullet, llc"
643,"13 COLONEL JOHN/REPEAT, LLC",1619726,"13 colonel john/repeat, llc"
644,"13 CONGRATS/DECEIT, LLC",1619734,"13 congrats/deceit, llc"
645,"13 CONGRATS/NIGHT EDITION, LLC",1637629,"13 congrats/night edition, llc"
646,"13 COURT VISION/DRY HEAT, LLC",1637298,"13 court vision/dry heat, llc"
647,"13 COURT VISION/SECRET OF MECCA, LLC",1635920,"13 court vision/secret of mecca, llc"
648,"13 CURLIN/GIANT CANAL, LLC",1616399,"13 curlin/giant canal, llc"
649,"13 DIXIE CHATTER/KELLYS PRINCESS, LLC",1645896,"13 dixie chatter/kellys princess, llc"
650,"13 EINSTEIN/CREME CATALAN, LLC",1635919,"13 einstein/creme catalan, llc"
651,"13 ESKENDEREYA/SAMBORA, LLC",1640386,"13 eskendereya/sambora, llc"
652,"13 FIRST DUDE/SIMMERETTE, LLC",1617530,"13 first dude/simmerette, llc"
653,"13 GIANT OAK/MAGIC SHAW, LLC",1640400,"13 giant oak/magic shaw, llc"
654,"13 GIO PONTI/STRIKES A CHORD, LLC",1667349,"13 gio ponti/strikes a chord, llc"
655,"13 ICE BOX/SWEET BRANDY, LLC",1614177,"13 ice box/sweet brandy, llc"
656,"13 INCLUDE/NANCY G., LLC",1637885,"13 include/nancy g., llc"
657,"13 LUCKY PULPIT-LASTING BEAUTY, LLC",1634996,"13 lucky pulpit-lasting beauty, llc"
658,"13 MAKFI/AURORE, LLC",1697768,"13 makfi/aurore, llc"
659,"13 MINESHAFT/PLAID, LLC",1616400,"13 mineshaft/plaid, llc"
660,13 NY LLC,1431469,13 ny llc
661,"13 PADDY O'PRADO/CLASS CHOICE, LLC",1637295,"13 paddy o'prado/class choice, llc"
662,"13 SMART STRIKE/FIRST PASSAGE, LLC",1619733,"13 smart strike/first passage, llc"
663,"13 STREET BOSS/SWEET SIERRA, LLC",1640616,"13 street boss/sweet sierra, llc"
664,"13 SUPER SAVER/MISS MARCIA, LLC",1637468,"13 super saver/miss marcia, llc"
665,"13 TIZNOW/SUMPTUOUS, LLC",1619210,"13 tiznow/sumptuous, llc"
666,"13 TRAPPE SHOT/CALL DA LAW, LLC",1645897,"13 trappe shot/call da law, llc"
667,130 CLINTON ST. PARTNERS LLC,1553141,130 clinton st. partners llc
668,"130 S. FRONT ST., L.P.",1614709,"130 s. front st., l.p."
669,"130 SOUTH GREEN, LLC",1614849,"130 south green, llc"
670,1300554 ONTARIO LTD,1268967,1300554 ontario ltd
671,"13011 WIRE RD, LP",1707414,"13011 wire rd, lp"
672,1307 GLENWOOD LLC,1446020,1307 glenwood llc
673,"1308 N. ELSTON (CHICAGO) INVESTORS, LLC",1693150,"1308 n. elston (chicago) investors, llc"
674,1309 N. HOYNE ACQUISITION LLC,1620481,1309 n. hoyne acquisition llc
675,130W42 REALTY INC.,1648008,130w42 realty inc.
676,1311 WEST BROAD STREET LLC,1708916,1311 west broad street llc
677,1313366 ONTARIO INC,1566444,1313366 ontario inc
678,"1315 CAPITAL, L.P.",1637443,"1315 capital, l.p."
679,"1319 SOUTH CAPITOL INVESTORS, LLC",1652241,"1319 south capitol investors, llc"
680,"1320 RESIDENCES, LLC",1618161,"1320 residences, llc"
681,1321 MISSION SMARTSPACE LLC,1524592,1321 mission smartspace llc
